split,method,score,tpr95_thr,실제_대분류,예측_대분류,제목_내용
ood_food,cosine,0.9884163737297058,0.9801721572875977,물리적 위해요소,안전위생,"[위생용품]캐나다 밴쿠버,  오는 6월 1일로 예정된 플라스틱 빨대 및 일회용 식품 용기 금지 계획 연기할 예정 *관련 기수집정보: [위생용품]캐나다 밴쿠버, 2019년 6월 1일부터 플라스틱 빨대 및 일회용 식품 용기 금지할 예정(2018-05-17)캐나다 밴쿠버시 직원들이 오는 6월 1일부터로 예정된 스티로폼 컵과 플라스틱 빨대 사용 금지 실시 연기를 요구할 예정임. 이는 소규모 업체들에게 적합한 대체 제품을 찾을 시간을 주기 위함임.이들은 테이크아웃 컵 및 용기 금지를 2020년 1월 1일로 연기하고, 불필요한 플라스틱 빨대 사용 금지는 내년 4월부터 적용토록 요구하고 있음.한편, 상기 일회용품 저감 계획은 지난 여름 시의회에 의해 승인되었음."
ood_food,cosine,0.9998701810836792,0.9801721572875977,물리적 위해요소,생물학적 위해요소,"세계동물보건기구, 고병원성 조류인플루엔자 동물 감염 현황 (7.15) 세계동물보건기구(OIE)는 고병원성 조류인플루엔자에 감염된 동물 현황을 다음과 같이 발표함.  1. 가나, H5N1 (후속보고서 제4호, 2015.7.14)- 발생일: 2015.4.13- 발생지역: 그레이터아크라(Greater Accra)에서 12건- 발생규모:1) 조류: 의심 41301건, 감염건수 7102건, 폐사 7102건, 폐기 33734건, 도축 454건"
ood_food,cosine,0.9883847236633301,0.9801721572875977,물리적 위해요소,안전위생,"유럽식품안전청 저널, 2013년도 연차보고서 발표 유럽식품안전청 저널(EFSA Journal)은 2013년도의 과학적 결과물을 담은 연차보고서를 발표했음. 2013년에는 연구 결과 464편이 추가되어 아카이브에 실린 의견은 총 3,700건이 되었음. 페이지뷰 측면에서도 EFSA Journal은 EFSA의 웹사이트에서 두드러짐. EFSA Journal은 CAB Abstracts, Food Science and Technology Abstracts (FSTA), SciFinder 등 EFSA와 관련 있는 주요 문헌 데이터베이스에서도 널리 인용되었음. EFSA Journal은 특정 이슈외에도 다양한 주제의 사설을 발표하고 있음. EFSA Journal의 발전을 위한 개선점도 지적됨.  * 보고서 전문: http://www.efsa.europa.eu/en/supporting/doc/721e.pdf"
ood_food,cosine,0.9877783060073853,0.9801721572875977,물리적 위해요소,안전위생,"(상업적 목적의) 말 도축 계획, 연방법으로 차단돼  버락 오바마 대통령이 17일(현지 시각) 말 도축 절차의 연방검사 요건에 필요한 비용을 허용하지 않는 예산안에 서명함으로써, 미국에서 상업적인 목적의 말 도축 재개가 차단됨. 해당 예산안에서는 연방정부에 임시 자금을 제공하는 내용이 포함되어 있으나, 농무부가 말고기의 주간 운송 및 해외 소비자를 위한 수출 과정에 대해 도축장을 대상으로 실시해야 할 검사 비용은 포함되지 않음.  이에 앞서 뉴멕시코 법원은 말 도축 업무를 시작하려는 한 업체의 계획을 임시 중단시킨 바 있음. 또 이 조치에 대해 뉴멕시코에서 말 도축을 영구 중단하도록 촉구하는 소송도 진행될 예정임. 해당 업체인 'Valley Meat' 변호인은 소 가공시설을 말 도축 시설로 전환하려는 계획을 이행하기 위해 법적 싸움을 계속할 것이라 전함. 또 연방정부가 말고기 검사에 필요한 자금 공급을 중단한 것은 미국의 무역활동에 있어 위반사항이 될 수 있다고 비난함."
ood_food,cosine,0.9868249297142029,0.9801721572875977,물리적 위해요소,안전위생,"미국 육류연합-북미육류연구소, 북미육류연합으로 내년부터 합병 미국 육류연구소(AMI: American Meat Institute)와 북미육류연합(NAMA: North American Meat Association)이 내년 1월 1일부로 북미육류연구소(NAMI: North American Meat Institute)로 태어날 것임. 이는 식품안전을 포함한 모든 분야에 영향을 끼쳐온 두 개 식육업체기관을 하나로 모으는 것임.  2013년 양측 위원회 대표들이 2014년에 합병하는데 만장일치로 의견을 모은 가운데 올해 초 이들 기관의 합병 사실을 발표했음. NAMI 대표는 농무부 고위 관직에 몸담았던 베리 카펜터가 맡게 될 것임.  "
ood_food,cosine,0.9863981008529663,0.9801721572875977,물리적 위해요소,안전위생,"유럽식품안전청, 꿀벌 건강 관련 데이터 수집 요구조건 개요 유럽식품안전청(EFSA)의 MUST-B 워킹 그룹은 벌의 위해평가 모델을 지원하는데 필요한 필드 데이터 수집에 대한 요구 조건을 마무리 지었음. 동 모델은 현재 발표된 데이터와 전문 지식을 사용해 개발 중이지만, 실질적인 필드 데이터도 추후 모델을 평가하는데 요구될 것임. 새로운 보고서(*)는 필요한 데이터 유형 및 어디서 어떻게 수집되어야 하는지를 제시함. MUST-B 워킹그룹의 Simon More 교수는 ""이 연구는 몇 가지 문제점이 있었다. 특히, 우리는 필드에서 수집된 데이터가 모델에 적용하기에 충분한 품질을 가질 수 있도록 정확하고 검증된 방법의 필요성을 고려해야 했다. 결과의 변동성을 줄이기 위해 자동화된 도구로서 표준화되고 재현 가능한 프로토콜이 필요하다""고 전했음. 워킹그룹은 이에 대해 몇 가지 권고 사항을 제시했으며, 올해 SETAC 회의에서 발표된 최신 연구는 이러한 도구의 개발에 대한 유망한 진보를 보여줌.  MUST-B 워킹그룹은 유럽 전역에서 발견되는 다양한 기후 및 환경 조건을 대표할 수 있는 4개 회원국과, 데이터 수집 대상 꿀벌 3종을 선정했음. 또한 데이터 수집 기간, 데이터 품질, 군집 양상 등에 대한 요구 조건을 서술함. 한편, 6월에 브뤼셀에서 '꿀벌 건강에 대한 데이터 수집 및 공유: EU 꿀벌 파트너쉽에 관해"" 라는 주제로 학회가 개최될 예정임.     (*): http://www.efsa.europa.eu/en/supporting/pub/1234e* MUST-B: EFSA의 꿀벌의 각종 스트레스 요인에 관한 위해평가 프로젝트(머스트비 프로젝트)"
ood_food,cosine,0.9807467460632324,0.9801721572875977,물리적 위해요소,영양건강,"영국 식품기준청, 2017년 3월 15일 이사회 회의 논의 사항 요약 영국 식품기준청(FSA)은 2017년 3월 15일 이사회 논의 사항을 요약 안내함. 이사회에서 거론 및 논의된 주요 사안은 다음과 같음.- '우리의 미래 규제(Regulating Our Future: ROF)' 프로그램- 알레르기 연구 프로그램- 육류 가격할인제 운영위원회- 북아일랜드의 식습관 건강 세부 사항은 원문에서 확인 가능하며, 이사회 회의록은 아래 링크에서 확인할 수 있음. *https://www.food.gov.uk/about-us/our-board/meetings/2017/010117/board-meeting-agenda-15-march-2017"
ood_food,cosine,0.9841416478157043,0.9801721572875977,물리적 위해요소,안전위생,"[위생용품]맥도날드, 연례주주총회에서 플라스틱 빨대 사용에 관해 회사가 보고토록 하는(안) 부결 맥도날드 연례주주총회에서 플라스틱 빨대 사용에 관해 회사가 보고토록 하는안이 8% 미만의 찬성률로 부결됐음. 이는 행동 단체 '섬오브어스(SumOfUs)'가 제시한 것으로, 맥도날드는 해당 조치에 대해 불필요하다고 전했음. 섬오브어스는 환경 및 야생동물에 대한 영향으로 인해 맥도날드에 플라스틱 빨대 사용을 중단토록 압력을 가하고 있음. 또한, 해당 문제에 대해 온라인 청원은 거의 50만건의 서명을 받았음. 맥도날드는 주주들에게 2025년까지 맥도날드의 고객 포장(빨대 포함)은 모두 재생가능하거나 재활용된 것을 사용하겠다는 목표를 이미 갖고 있다고 말하며, 요청된 보고서는 불필요하며 현재의 관행 및 이니셔티브와 중복된다고 언급함. 또한, 영국에서 플라스틱 빨대 사용을 단계적으로 중단할 것이라고 전했음. 현재 영국과 벨기에에서 그 대안을 테스트하고 있음."
ood_food,cosine,0.9825304746627808,0.9801721572875977,물리적 위해요소,안전위생,"유럽식품안전청, 식품분류 및 소개 시스템 'FoodEx2' 2022년 유지관리 보고서 게재 'FoodEx2'는 전체 식품안전 위해평가 과정에 걸쳐 샘플을 표현하고 해석하기 위해 표준화된 용어 사용의 기반을 제공하기 위한 포괄적 식품 분류 및 소개 시스템이며 EFSA에 의해 개발 및 유지됨. 용어와 샘플 코딩 프레임워크를 그 목적에 맞게 유지하고 발전하는 과학 및 법적 요구사항을 충족하기 위해서는 동 시스템을 정기적으로 유지 또는 관리하는 것이 중요함. 동 시스템은 지금까지 다섯 번의 주요 업데이트를 진행하였으며, 업데이트로 인한 모든 변경 사항은 연례 유지관리 보고서 중 문서화되었음.  EFSA는 2023년 3월 13일, 동 시스템의 여섯 번째 유지관리 보고서(2022년)를 게재하였으며, 동 보고서에는 새로운 용어, 용어 간 상하관계, 일부 용어의 보고가능성 변경 및 기존 용어의 수정 등에 대한 내용이 포함되어 있음.   * 전문 : https://efsa.onlinelibrary.wiley.com/doi/epdf/10.2903/sp.efsa.2023.EN-7900"
ood_food,cosine,0.9805089235305786,0.9801721572875977,물리적 위해요소,안전위생,"영국 환경식품농촌부, EU 및 북아일랜드로의 복합식품 수출 및 이동 가이던스 업데이트 2020-12-08 기수집정보: 영국 환경식품농촌부, EU로의 복합식품 수출가이던스 업데이트 영국은 EU를 탈퇴했고, 브렉시트 이후의 전환기는 올해 말로 끝남. 환경식품농촌부는 브렉시트와 관련하여 2021년 1월부터 복합식품(composite food)의 EU 수출 및 북아일랜드(NI)로의 이동에 관한 가이던스를 업데이트함. 가이던스에서 다루고 있는 항목은 아래와 같음.- 무엇이 복합 식품 제품으로 간주되는가 (예: 라자냐, 페퍼로니 피자, 치킨 부리토 등)- 무엇이 복합 식품 제품으로 간주되지 않는가 (예: 과일이 들어간 요구르트, 마늘 함유 소시지 등)- 2021년 1월부터 복합 식품 제품을 수출하는 방법- 제한 및 금지되는 제품: △냉장 분쇄육(붉은 고기) △냉장가공육(예: 소시지) △다진 고기(가금류) △기계적으로 분리된 가금육 등 △등급 미분류 달걀 △비살균 우유로 만든 유제품을 포함한 복합 제품(예: 비살균 치즈를 얹은 즉석식품) 등과 같은 제품을 EU에 수출할 수 없을 것임.- EU 국경통제소에서의 검사 면제 대상 복합 식품- 복합 식품에 대한 EU 표준"
